instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt_hourly,cnt_day,hourly_ratio,cnt_day_scaled
589,2011-01-27,1,0,1,17,0,4,1,1,9.02,12.120000000000001,55.00000000000001,7.0015,2,82,84,431,0.19489559164733178,0.2155
590,2011-01-27,1,0,1,18,0,4,1,1,8.200000000000001,11.365,69.0,6.0032,3,101,104,431,0.24129930394431554,0.2155
591,2011-01-27,1,0,1,19,0,4,1,1,8.200000000000001,11.365,69.0,6.0032,3,76,79,431,0.18329466357308585,0.2155
592,2011-01-27,1,0,1,20,0,4,1,1,7.38,10.605,74.0,6.0032,4,55,59,431,0.1368909512761021,0.2155
593,2011-01-27,1,0,1,21,0,4,1,1,7.38,10.605,74.0,6.0032,2,36,38,431,0.08816705336426914,0.2155
594,2011-01-27,1,0,1,22,0,4,1,1,7.38,10.605,74.0,6.0032,0,27,27,431,0.06264501160092807,0.2155
595,2011-01-27,1,0,1,23,0,4,1,1,7.38,9.85,80.0,11.0014,0,16,16,431,0.037122969837587005,0.2155
596,2011-01-28,1,0,1,0,0,5,1,2,8.200000000000001,10.605,75.0,8.9981,0,9,9,1167,0.007712082262210797,0.5835
597,2011-01-28,1,0,1,1,0,5,1,2,8.200000000000001,10.605,75.0,8.9981,1,2,3,1167,0.002570694087403599,0.5835
598,2011-01-28,1,0,1,2,0,5,1,2,8.200000000000001,10.605,75.0,11.0014,0,2,2,1167,0.001713796058269066,0.5835
599,2011-01-28,1,0,1,3,0,5,1,2,8.200000000000001,11.365,75.0,7.0015,1,0,1,1167,0.000856898029134533,0.5835
600,2011-01-28,1,0,1,5,0,5,1,2,7.38,10.605,80.0,7.0015,0,4,4,1167,0.003427592116538132,0.5835
601,2011-01-28,1,0,1,6,0,5,1,2,7.38,9.85,80.0,8.9981,0,16,16,1167,0.013710368466152529,0.5835
602,2011-01-28,1,0,1,7,0,5,1,2,6.5600000000000005,9.85,86.0,6.0032,2,58,60,1167,0.05141388174807198,0.5835
603,2011-01-28,1,0,1,8,0,5,1,2,6.5600000000000005,9.85,86.0,6.0032,2,155,157,1167,0.13453299057412169,0.5835
604,2011-01-28,1,0,1,9,0,5,1,3,7.38,10.605,86.0,6.0032,6,95,101,1167,0.08654670094258783,0.5835
605,2011-01-28,1,0,1,10,0,5,1,3,7.38,10.605,86.0,7.0015,0,49,49,1167,0.04198800342759212,0.5835
606,2011-01-28,1,0,1,11,0,5,1,3,7.38,10.605,93.0,7.0015,0,30,30,1167,0.02570694087403599,0.5835
607,2011-01-28,1,0,1,12,0,5,1,3,7.38,10.605,93.0,7.0015,1,28,29,1167,0.024850042844901457,0.5835
608,2011-01-28,1,0,1,13,0,5,1,3,7.38,10.605,93.0,7.0015,0,31,31,1167,0.026563838903170524,0.5835
609,2011-01-28,1,0,1,14,0,5,1,3,9.02,13.635,80.0,0.0,2,36,38,1167,0.032562125107112254,0.5835
610,2011-01-28,1,0,1,15,0,5,1,2,8.200000000000001,12.879999999999999,86.0,0.0,1,40,41,1167,0.03513281919451585,0.5835
611,2011-01-28,1,0,1,16,0,5,1,1,9.02,13.635,80.0,0.0,10,70,80,1167,0.06855184233076264,0.5835
612,2011-01-28,1,0,1,17,0,5,1,1,9.84,12.120000000000001,75.0,8.9981,2,147,149,1167,0.12767780634104542,0.5835
613,2011-01-28,1,0,1,18,0,5,1,1,9.84,11.365,75.0,12.998000000000001,2,107,109,1167,0.0934018851756641,0.5835
614,2011-01-28,1,0,1,19,0,5,1,2,9.84,12.120000000000001,75.0,8.9981,5,84,89,1167,0.07626392459297343,0.5835
615,2011-01-28,1,0,1,20,0,5,1,2,9.84,11.365,70.0,12.998000000000001,1,61,62,1167,0.05312767780634105,0.5835
616,2011-01-28,1,0,1,21,0,5,1,2,9.02,11.365,75.0,8.9981,1,57,58,1167,0.049700085689802914,0.5835
617,2011-01-28,1,0,1,22,0,5,1,1,9.84,10.605,65.0,23.9994,0,26,26,1167,0.022279348757497857,0.5835
618,2011-01-28,1,0,1,23,0,5,1,1,9.84,11.365,60.0,15.001299999999999,1,22,23,1167,0.01970865467009426,0.5835
619,2011-01-29,1,0,1,0,0,6,0,1,9.02,9.85,64.0,23.9994,2,26,28,1098,0.025500910746812388,0.549
620,2011-01-29,1,0,1,1,0,6,0,1,9.02,11.365,64.0,12.998000000000001,0,20,20,1098,0.018214936247723135,0.549
621,2011-01-29,1,0,1,2,0,6,0,1,9.02,11.365,64.0,11.0014,0,15,15,1098,0.01366120218579235,0.549
622,2011-01-29,1,0,1,3,0,6,0,1,8.200000000000001,10.605,64.0,8.9981,3,5,8,1098,0.007285974499089253,0.549
623,2011-01-29,1,0,1,4,0,6,0,1,6.5600000000000005,9.09,69.0,7.0015,1,2,3,1098,0.00273224043715847,0.549
624,2011-01-29,1,0,1,6,0,6,0,1,6.5600000000000005,9.09,64.0,8.9981,0,2,2,1098,0.0018214936247723133,0.549
625,2011-01-29,1,0,1,7,0,6,0,1,6.5600000000000005,9.09,59.0,7.0015,1,4,5,1098,0.004553734061930784,0.549
626,2011-01-29,1,0,1,8,0,6,0,1,7.38,9.85,55.00000000000001,11.0014,3,31,34,1098,0.030965391621129327,0.549
627,2011-01-29,1,0,1,9,0,6,0,1,7.38,10.605,59.0,6.0032,0,34,34,1098,0.030965391621129327,0.549
628,2011-01-29,1,0,1,10,0,6,0,2,7.38,10.605,64.0,7.0015,4,51,55,1098,0.05009107468123861,0.549
629,2011-01-29,1,0,1,11,0,6,0,2,7.38,9.85,64.0,8.9981,4,60,64,1098,0.058287795992714025,0.549
630,2011-01-29,1,0,1,12,0,6,0,2,8.200000000000001,9.85,59.0,12.998000000000001,12,66,78,1098,0.07103825136612021,0.549
631,2011-01-29,1,0,1,13,0,6,0,2,9.02,11.365,55.00000000000001,11.0014,9,56,65,1098,0.05919854280510018,0.549
632,2011-01-29,1,0,1,14,0,6,0,2,9.02,11.365,60.0,8.9981,10,89,99,1098,0.09016393442622951,0.549
633,2011-01-29,1,0,1,15,0,6,0,1,9.02,10.605,69.0,16.997899999999998,22,98,120,1098,0.1092896174863388,0.549
634,2011-01-29,1,0,1,16,0,6,0,1,9.84,12.120000000000001,60.0,11.0014,19,88,107,1098,0.09744990892531877,0.549
635,2011-01-29,1,0,1,17,0,6,0,1,9.84,14.395,60.0,0.0,9,82,91,1098,0.08287795992714025,0.549
636,2011-01-29,1,0,1,18,0,6,0,1,9.02,11.365,69.0,8.9981,9,59,68,1098,0.061930783242258654,0.549
637,2011-01-29,1,0,1,19,0,6,0,2,9.02,10.605,69.0,16.997899999999998,6,52,58,1098,0.052823315118397086,0.549
638,2011-01-29,1,0,1,20,0,6,0,1,7.38,10.605,74.0,6.0032,1,42,43,1098,0.039162112932604735,0.549
639,2011-01-29,1,0,1,21,0,6,0,1,7.38,10.605,74.0,6.0032,1,35,36,1098,0.03278688524590164,0.549
640,2011-01-29,1,0,1,22,0,6,0,1,6.5600000000000005,9.85,80.0,6.0032,4,28,32,1098,0.029143897996357013,0.549
641,2011-01-29,1,0,1,23,0,6,0,1,6.5600000000000005,9.85,80.0,6.0032,3,30,33,1098,0.030054644808743168,0.549
642,2011-01-30,1,0,1,0,0,0,0,1,6.5600000000000005,9.09,80.0,7.0015,0,33,33,1096,0.030109489051094892,0.548
643,2011-01-30,1,0,1,1,0,0,0,1,5.74,10.605,80.0,0.0,7,22,29,1096,0.02645985401459854,0.548
644,2011-01-30,1,0,1,2,0,0,0,1,6.5600000000000005,11.365,80.0,0.0,1,10,11,1096,0.010036496350364963,0.548
645,2011-01-30,1,0,1,3,0,0,0,1,5.74,10.605,93.0,0.0,1,7,8,1096,0.0072992700729927005,0.548
646,2011-01-30,1,0,1,4,0,0,0,1,5.74,10.605,93.0,0.0,0,1,1,1096,0.0009124087591240876,0.548
647,2011-01-30,1,0,1,5,0,0,0,1,5.74,10.605,86.0,0.0,0,3,3,1096,0.002737226277372263,0.548
648,2011-01-30,1,0,1,7,0,0,0,1,5.74,10.605,86.0,0.0,0,3,3,1096,0.002737226277372263,0.548
649,2011-01-30,1,0,1,8,0,0,0,2,5.74,10.605,86.0,0.0,1,11,12,1096,0.010948905109489052,0.548
650,2011-01-30,1,0,1,9,0,0,0,2,6.5600000000000005,11.365,80.0,0.0,4,34,38,1096,0.03467153284671533,0.548
651,2011-01-30,1,0,1,10,0,0,0,2,7.38,12.120000000000001,80.0,0.0,7,57,64,1096,0.058394160583941604,0.548
652,2011-01-30,1,0,1,11,0,0,0,1,9.02,13.635,75.0,0.0,9,50,59,1096,0.053832116788321165,0.548
653,2011-01-30,1,0,1,12,0,0,0,1,12.299999999999999,15.909999999999998,52.0,7.0015,10,87,97,1096,0.0885036496350365,0.548
654,2011-01-30,1,0,1,13,0,0,0,1,11.48,14.395,61.0,7.0015,13,71,84,1096,0.07664233576642336,0.548
655,2011-01-30,1,0,1,14,0,0,0,1,11.48,15.15,61.0,6.0032,18,104,122,1096,0.11131386861313869,0.548
656,2011-01-30,1,0,1,15,0,0,0,1,12.299999999999999,16.665,56.00000000000001,0.0,14,95,109,1096,0.09945255474452555,0.548
657,2011-01-30,1,0,1,16,0,0,0,1,12.299999999999999,16.665,56.00000000000001,0.0,19,104,123,1096,0.11222627737226278,0.548
658,2011-01-30,1,0,1,17,0,0,0,1,12.299999999999999,14.395,56.00000000000001,12.998000000000001,6,71,77,1096,0.07025547445255474,0.548
659,2011-01-30,1,0,1,18,0,0,0,1,10.66,12.879999999999999,65.0,11.0014,8,57,65,1096,0.05930656934306569,0.548
660,2011-01-30,1,0,1,19,0,0,0,1,10.66,12.879999999999999,65.0,12.998000000000001,9,46,55,1096,0.05018248175182482,0.548
661,2011-01-30,1,0,1,20,0,0,0,2,10.66,13.635,65.0,7.0015,3,30,33,1096,0.030109489051094892,0.548
662,2011-01-30,1,0,1,21,0,0,0,2,9.84,12.120000000000001,70.0,11.0014,3,25,28,1096,0.025547445255474453,0.548
663,2011-01-30,1,0,1,22,0,0,0,2,9.84,11.365,70.0,12.998000000000001,2,19,21,1096,0.01916058394160584,0.548
664,2011-01-30,1,0,1,23,0,0,0,2,9.84,10.605,65.0,19.0012,5,16,21,1096,0.01916058394160584,0.548
665,2011-01-31,1,0,1,0,0,1,1,2,9.84,11.365,65.0,15.001299999999999,1,6,7,1501,0.004663557628247834,0.7505
666,2011-01-31,1,0,1,1,0,1,1,1,9.02,10.605,64.0,16.997899999999998,2,5,7,1501,0.004663557628247834,0.7505
667,2011-01-31,1,0,1,2,0,1,1,1,9.02,11.365,64.0,12.998000000000001,0,1,1,1501,0.0006662225183211193,0.7505
668,2011-01-31,1,0,1,3,0,1,1,1,9.02,11.365,64.0,12.998000000000001,0,2,2,1501,0.0013324450366422385,0.7505
669,2011-01-31,1,0,1,4,0,1,1,1,8.200000000000001,9.85,59.0,15.001299999999999,0,2,2,1501,0.0013324450366422385,0.7505
670,2011-01-31,1,0,1,5,0,1,1,1,7.38,8.334999999999999,64.0,19.0012,0,8,8,1501,0.005329780146568954,0.7505
671,2011-01-31,1,0,1,6,0,1,1,1,6.5600000000000005,6.819999999999999,69.0,22.0028,0,37,37,1501,0.02465023317788141,0.7505
672,2011-01-31,1,0,1,7,0,1,1,2,6.5600000000000005,6.819999999999999,64.0,19.0012,1,71,72,1501,0.047968021319120584,0.7505
673,2011-01-31,1,0,1,8,0,1,1,2,6.5600000000000005,6.819999999999999,59.0,19.0012,3,182,185,1501,0.12325116588940706,0.7505
674,2011-01-31,1,0,1,9,0,1,1,2,6.5600000000000005,6.819999999999999,59.0,19.999499999999998,0,112,112,1501,0.07461692205196535,0.7505
675,2011-01-31,1,0,1,10,0,1,1,2,6.5600000000000005,7.575,59.0,12.998000000000001,1,68,69,1501,0.04596935376415723,0.7505
676,2011-01-31,1,0,1,11,0,1,1,2,6.5600000000000005,7.575,59.0,12.998000000000001,2,46,48,1501,0.031978680879413725,0.7505
677,2011-01-31,1,0,1,12,0,1,1,2,7.38,10.605,55.00000000000001,7.0015,6,62,68,1501,0.04530313124583611,0.7505
678,2011-01-31,1,0,1,13,0,1,1,2,6.5600000000000005,11.365,59.0,0.0,2,52,54,1501,0.03597601598934044,0.7505
679,2011-01-31,1,0,1,14,0,1,1,2,7.38,9.85,55.00000000000001,8.9981,1,85,86,1501,0.05729513657561625,0.7505
680,2011-01-31,1,0,1,15,0,1,1,2,6.5600000000000005,9.09,59.0,8.9981,3,41,44,1501,0.029313790806129246,0.7505
681,2011-01-31,1,0,1,16,0,1,1,2,6.5600000000000005,9.09,56.00000000000001,12.998000000000001,3,83,86,1501,0.05729513657561625,0.7505
682,2011-01-31,1,0,1,17,0,1,1,2,6.5600000000000005,7.575,59.0,12.998000000000001,6,155,161,1501,0.1072618254497002,0.7505
683,2011-01-31,1,0,1,18,0,1,1,2,6.5600000000000005,7.575,55.00000000000001,15.001299999999999,3,153,156,1501,0.1039307128580946,0.7505
684,2011-01-31,1,0,1,19,0,1,1,1,12.299999999999999,15.909999999999998,61.0,7.0015,3,108,111,1501,0.07395069953364423,0.7505
685,2011-01-31,1,0,1,20,0,1,1,3,6.5600000000000005,8.334999999999999,59.0,11.0014,0,78,78,1501,0.0519653564290473,0.7505
686,2011-01-31,1,0,1,21,0,1,1,3,6.5600000000000005,9.85,59.0,6.0032,3,53,56,1501,0.037308461025982675,0.7505
687,2011-01-31,1,0,1,22,0,1,1,2,6.5600000000000005,9.09,59.0,7.0015,0,34,34,1501,0.022651565622918056,0.7505
688,2011-01-31,1,0,1,23,0,1,1,2,6.5600000000000005,9.85,64.0,6.0032,2,15,17,1501,0.011325782811459028,0.7505
689,2011-02-01,1,0,2,0,0,2,1,2,6.5600000000000005,9.09,64.0,7.0015,2,6,8,1360,0.0058823529411764705,0.68
690,2011-02-01,1,0,2,1,0,2,1,2,6.5600000000000005,9.09,69.0,7.0015,0,3,3,1360,0.0022058823529411764,0.68
691,2011-02-01,1,0,2,2,0,2,1,2,6.5600000000000005,11.365,69.0,0.0,0,2,2,1360,0.0014705882352941176,0.68
692,2011-02-01,1,0,2,3,0,2,1,2,6.5600000000000005,11.365,69.0,0.0,0,2,2,1360,0.0014705882352941176,0.68
693,2011-02-01,1,0,2,5,0,2,1,3,5.74,10.605,93.0,0.0,0,3,3,1360,0.0022058823529411764,0.68
694,2011-02-01,1,0,2,6,0,2,1,3,5.74,10.605,93.0,0.0,0,22,22,1360,0.016176470588235296,0.68
695,2011-02-01,1,0,2,7,0,2,1,3,6.5600000000000005,11.365,93.0,0.0,0,52,52,1360,0.03823529411764706,0.68
696,2011-02-01,1,0,2,8,0,2,1,3,6.5600000000000005,11.365,93.0,0.0,3,132,135,1360,0.09926470588235294,0.68
697,2011-02-01,1,0,2,9,0,2,1,2,6.5600000000000005,11.365,93.0,0.0,2,114,116,1360,0.08529411764705883,0.68
698,2011-02-01,1,0,2,10,0,2,1,2,6.5600000000000005,11.365,93.0,0.0,0,47,47,1360,0.03455882352941177,0.68
699,2011-02-01,1,0,2,11,0,2,1,2,7.38,12.120000000000001,86.0,0.0,2,49,51,1360,0.0375,0.68
700,2011-02-01,1,0,2,12,0,2,1,2,8.200000000000001,12.879999999999999,86.0,0.0,2,53,55,1360,0.04044117647058824,0.68
701,2011-02-01,1,0,2,13,0,2,1,2,8.200000000000001,12.879999999999999,86.0,0.0,3,49,52,1360,0.03823529411764706,0.68
702,2011-02-01,1,0,2,14,0,2,1,2,9.02,12.879999999999999,80.0,6.0032,5,49,54,1360,0.039705882352941174,0.68
703,2011-02-01,1,0,2,15,0,2,1,2,9.84,14.395,75.0,0.0,7,45,52,1360,0.03823529411764706,0.68
704,2011-02-01,1,0,2,16,0,2,1,2,9.84,12.120000000000001,75.0,8.9981,3,61,64,1360,0.047058823529411764,0.68
705,2011-02-01,1,0,2,17,0,2,1,2,9.84,14.395,75.0,0.0,4,172,176,1360,0.12941176470588237,0.68
706,2011-02-01,1,0,2,18,0,2,1,2,9.84,12.879999999999999,81.0,7.0015,3,165,168,1360,0.12352941176470589,0.68
707,2011-02-01,1,0,2,19,0,2,1,2,9.84,12.120000000000001,81.0,8.9981,3,105,108,1360,0.07941176470588235,0.68
708,2011-02-01,1,0,2,20,0,2,1,2,9.02,11.365,87.0,8.9981,5,69,74,1360,0.054411764705882354,0.68
709,2011-02-01,1,0,2,21,0,2,1,2,9.02,11.365,87.0,8.9981,0,64,64,1360,0.047058823529411764,0.68
710,2011-02-01,1,0,2,22,0,2,1,2,9.02,12.879999999999999,87.0,6.0032,2,34,36,1360,0.026470588235294117,0.68
711,2011-02-01,1,0,2,23,0,2,1,3,8.200000000000001,9.85,93.0,12.998000000000001,1,15,16,1360,0.011764705882352941,0.68
712,2011-02-02,1,0,2,0,0,3,1,3,9.02,12.120000000000001,93.0,7.0015,0,2,2,1526,0.001310615989515072,0.763
713,2011-02-02,1,0,2,1,0,3,1,3,9.02,11.365,93.0,12.998000000000001,0,3,3,1526,0.001965923984272608,0.763
714,2011-02-02,1,0,2,2,0,3,1,3,9.02,11.365,93.0,8.9981,4,0,4,1526,0.002621231979030144,0.763
715,2011-02-02,1,0,2,3,0,3,1,3,9.02,11.365,93.0,8.9981,0,1,1,1526,0.000655307994757536,0.763
716,2011-02-02,1,0,2,4,0,3,1,3,9.02,10.605,93.0,19.0012,0,1,1,1526,0.000655307994757536,0.763
717,2011-02-02,1,0,2,5,0,3,1,3,9.02,12.120000000000001,93.0,7.0015,0,3,3,1526,0.001965923984272608,0.763
718,2011-02-02,1,0,2,6,0,3,1,3,9.02,12.120000000000001,93.0,7.0015,1,17,18,1526,0.011795543905635648,0.763
719,2011-02-02,1,0,2,7,0,3,1,3,9.02,10.605,93.0,15.001299999999999,1,48,49,1526,0.03211009174311927,0.763
720,2011-02-02,1,0,2,8,0,3,1,3,9.02,10.605,93.0,15.001299999999999,1,154,155,1526,0.10157273918741809,0.763
721,2011-02-02,1,0,2,9,0,3,1,2,9.84,12.879999999999999,93.0,6.0032,4,119,123,1526,0.08060288335517693,0.763
722,2011-02-02,1,0,2,10,0,3,1,2,9.02,13.635,100.0,0.0,2,59,61,1526,0.0399737876802097,0.763
723,2011-02-02,1,0,2,11,0,3,1,2,9.84,11.365,93.0,12.998000000000001,5,47,52,1526,0.03407601572739188,0.763
724,2011-02-02,1,0,2,12,0,3,1,2,9.84,11.365,93.0,15.001299999999999,3,61,64,1526,0.04193971166448231,0.763
725,2011-02-02,1,0,2,13,0,3,1,1,13.940000000000001,16.665,93.0,11.0014,1,74,75,1526,0.0491480996068152,0.763
726,2011-02-02,1,0,2,14,0,3,1,1,15.58,19.695,82.0,26.0027,2,61,63,1526,0.04128440366972477,0.763
727,2011-02-02,1,0,2,15,0,3,1,1,15.58,19.695,76.0,22.0028,10,66,76,1526,0.04980340760157274,0.763
728,2011-02-02,1,0,2,16,0,3,1,1,14.76,16.665,71.0,19.999499999999998,8,95,103,1526,0.0674967234600262,0.763
729,2011-02-02,1,0,2,17,0,3,1,1,14.76,15.909999999999998,53.0,35.0008,7,183,190,1526,0.12450851900393185,0.763
730,2011-02-02,1,0,2,18,0,3,1,1,13.940000000000001,14.395,42.0,36.9974,7,175,182,1526,0.11926605504587157,0.763
731,2011-02-02,1,0,2,19,0,3,1,1,11.48,12.120000000000001,45.0,32.9975,3,88,91,1526,0.05963302752293578,0.763
732,2011-02-02,1,0,2,20,0,3,1,1,9.84,9.85,48.0,36.9974,4,71,75,1526,0.0491480996068152,0.763
733,2011-02-02,1,0,2,21,0,3,1,1,9.02,9.85,47.0,22.0028,1,62,63,1526,0.04128440366972477,0.763
734,2011-02-02,1,0,2,22,0,3,1,1,9.02,10.605,44.0,16.997899999999998,5,35,40,1526,0.02621231979030144,0.763
735,2011-02-02,1,0,2,23,0,3,1,1,8.200000000000001,8.334999999999999,44.0,30.002599999999997,3,29,32,1526,0.020969855832241154,0.763
736,2011-02-03,1,0,2,0,0,4,1,1,8.200000000000001,8.334999999999999,40.0,30.002599999999997,1,11,12,1550,0.007741935483870968,0.775
737,2011-02-03,1,0,2,1,0,4,1,1,8.200000000000001,7.575,44.0,35.0008,0,5,5,1550,0.0032258064516129032,0.775
738,2011-02-03,1,0,2,2,0,4,1,1,7.38,8.334999999999999,43.0,16.997899999999998,0,2,2,1550,0.0012903225806451613,0.775
739,2011-02-03,1,0,2,3,0,4,1,1,7.38,8.334999999999999,43.0,16.997899999999998,0,1,1,1550,0.0006451612903225806,0.775
740,2011-02-03,1,0,2,5,0,4,1,1,6.5600000000000005,6.819999999999999,50.0,19.999499999999998,0,2,2,1550,0.0012903225806451613,0.775
741,2011-02-03,1,0,2,6,0,4,1,1,6.5600000000000005,6.819999999999999,43.0,23.9994,0,39,39,1550,0.025161290322580646,0.775
742,2011-02-03,1,0,2,7,0,4,1,1,5.74,6.0600000000000005,50.0,22.0028,1,86,87,1550,0.056129032258064517,0.775
743,2011-02-03,1,0,2,8,0,4,1,1,5.74,6.0600000000000005,50.0,23.9994,4,184,188,1550,0.12129032258064516,0.775
744,2011-02-03,1,0,2,9,0,4,1,1,6.5600000000000005,6.819999999999999,47.0,19.999499999999998,6,127,133,1550,0.08580645161290322,0.775
745,2011-02-03,1,0,2,10,0,4,1,1,7.38,7.575,43.0,22.0028,2,50,52,1550,0.03354838709677419,0.775
746,2011-02-03,1,0,2,11,0,4,1,1,7.38,6.819999999999999,43.0,30.002599999999997,9,55,64,1550,0.04129032258064516,0.775
747,2011-02-03,1,0,2,12,0,4,1,1,8.200000000000001,9.09,40.0,23.9994,2,67,69,1550,0.044516129032258066,0.775
748,2011-02-03,1,0,2,13,0,4,1,1,8.200000000000001,8.334999999999999,40.0,27.999299999999998,4,47,51,1550,0.032903225806451615,0.775
749,2011-02-03,1,0,2,14,0,4,1,1,9.02,9.85,37.0,26.0027,4,43,47,1550,0.03032258064516129,0.775
750,2011-02-03,1,0,2,15,0,4,1,1,9.02,9.85,37.0,22.0028,4,56,60,1550,0.03870967741935484,0.775
751,2011-02-03,1,0,2,16,0,4,1,1,9.02,10.605,37.0,16.997899999999998,5,73,78,1550,0.05032258064516129,0.775
752,2011-02-03,1,0,2,17,0,4,1,1,8.200000000000001,9.85,40.0,12.998000000000001,5,170,175,1550,0.11290322580645161,0.775
753,2011-02-03,1,0,2,18,0,4,1,1,8.200000000000001,10.605,40.0,11.0014,2,145,147,1550,0.09483870967741935,0.775
754,2011-02-03,1,0,2,19,0,4,1,1,8.200000000000001,12.879999999999999,40.0,0.0,4,92,96,1550,0.06193548387096774,0.775
755,2011-02-03,1,0,2,20,0,4,1,1,8.200000000000001,11.365,47.0,6.0032,1,108,109,1550,0.0703225806451613,0.775
756,2011-02-03,1,0,2,21,0,4,1,1,7.38,10.605,55.00000000000001,7.0015,1,53,54,1550,0.03483870967741935,0.775
757,2011-02-03,1,0,2,22,0,4,1,1,7.38,10.605,51.0,6.0032,2,39,41,1550,0.026451612903225806,0.775
758,2011-02-03,1,0,2,23,0,4,1,1,8.200000000000001,11.365,47.0,7.0015,4,34,38,1550,0.024516129032258065,0.775
759,2011-02-04,1,0,2,0,0,5,1,2,8.200000000000001,12.879999999999999,44.0,0.0,3,10,13,1708,0.007611241217798595,0.854
760,2011-02-04,1,0,2,1,0,5,1,2,6.5600000000000005,11.365,59.0,0.0,0,7,7,1708,0.004098360655737705,0.854
761,2011-02-04,1,0,2,2,0,5,1,2,5.74,8.334999999999999,63.0,7.0015,0,1,1,1708,0.000585480093676815,0.854
762,2011-02-04,1,0,2,3,0,5,1,2,5.74,8.334999999999999,63.0,7.0015,0,1,1,1708,0.000585480093676815,0.854
763,2011-02-04,1,0,2,5,0,5,1,2,5.74,7.575,63.0,8.9981,0,7,7,1708,0.004098360655737705,0.854
764,2011-02-04,1,0,2,6,0,5,1,2,6.5600000000000005,11.365,55.00000000000001,0.0,2,26,28,1708,0.01639344262295082,0.854
765,2011-02-04,1,0,2,7,0,5,1,1,5.74,10.605,59.0,0.0,0,87,87,1708,0.050936768149882905,0.854
766,2011-02-04,1,0,2,8,0,5,1,1,5.74,7.575,74.0,8.9981,3,217,220,1708,0.1288056206088993,0.854
767,2011-02-04,1,0,2,9,0,5,1,2,6.5600000000000005,9.09,80.0,8.9981,3,124,127,1708,0.0743559718969555,0.854
768,2011-02-04,1,0,2,10,0,5,1,2,8.200000000000001,10.605,51.0,8.9981,5,46,51,1708,0.029859484777517563,0.854
769,2011-02-04,1,0,2,11,0,5,1,1,9.02,11.365,51.0,11.0014,3,61,64,1708,0.03747072599531616,0.854
770,2011-02-04,1,0,2,12,0,5,1,2,9.84,12.120000000000001,48.0,11.0014,8,78,86,1708,0.05035128805620609,0.854
771,2011-02-04,1,0,2,13,0,5,1,2,10.66,12.879999999999999,50.0,15.001299999999999,9,73,82,1708,0.04800936768149883,0.854
772,2011-02-04,1,0,2,14,0,5,1,2,11.48,13.635,45.0,11.0014,15,76,91,1708,0.05327868852459016,0.854
773,2011-02-04,1,0,2,15,0,5,1,2,11.48,13.635,48.0,16.997899999999998,9,81,90,1708,0.05269320843091335,0.854
774,2011-02-04,1,0,2,16,0,5,1,2,12.299999999999999,14.395,42.0,15.001299999999999,8,91,99,1708,0.057962529274004686,0.854
775,2011-02-04,1,0,2,17,0,5,1,2,10.66,13.635,56.00000000000001,8.9981,10,195,205,1708,0.12002341920374707,0.854
776,2011-02-04,1,0,2,18,0,5,1,2,9.84,12.879999999999999,60.0,7.0015,3,152,155,1708,0.09074941451990633,0.854
777,2011-02-04,1,0,2,19,0,5,1,2,9.84,12.120000000000001,65.0,8.9981,1,102,103,1708,0.06030444964871194,0.854
778,2011-02-04,1,0,2,20,0,5,1,2,9.84,12.120000000000001,65.0,11.0014,2,69,71,1708,0.04156908665105386,0.854
779,2011-02-04,1,0,2,21,0,5,1,2,9.84,12.120000000000001,70.0,11.0014,2,41,43,1708,0.025175644028103045,0.854
780,2011-02-04,1,0,2,22,0,5,1,2,9.84,12.120000000000001,65.0,11.0014,1,45,46,1708,0.026932084309133488,0.854
781,2011-02-04,1,0,2,23,0,5,1,2,9.84,12.120000000000001,70.0,8.9981,1,30,31,1708,0.018149882903981264,0.854
782,2011-02-05,1,0,2,0,0,6,0,2,9.84,12.120000000000001,70.0,11.0014,3,36,39,1005,0.03880597014925373,0.5025
783,2011-02-05,1,0,2,1,0,6,0,2,9.84,12.120000000000001,65.0,11.0014,1,17,18,1005,0.01791044776119403,0.5025
784,2011-02-05,1,0,2,2,0,6,0,2,9.84,12.120000000000001,75.0,11.0014,5,12,17,1005,0.01691542288557214,0.5025
785,2011-02-05,1,0,2,3,0,6,0,2,9.84,12.120000000000001,75.0,11.0014,1,10,11,1005,0.010945273631840797,0.5025
786,2011-02-05,1,0,2,4,0,6,0,3,9.02,11.365,93.0,8.9981,0,8,8,1005,0.007960199004975124,0.5025
787,2011-02-05,1,0,2,5,0,6,0,3,8.200000000000001,11.365,100.0,6.0032,0,9,9,1005,0.008955223880597015,0.5025
788,2011-02-05,1,0,2,6,0,6,0,3,8.200000000000001,12.879999999999999,100.0,0.0,0,4,4,1005,0.003980099502487562,0.5025
789,2011-02-05,1,0,2,7,0,6,0,3,9.02,12.879999999999999,93.0,6.0032,0,4,4,1005,0.003980099502487562,0.5025
790,2011-02-05,1,0,2,8,0,6,0,3,8.200000000000001,11.365,100.0,6.0032,0,10,10,1005,0.009950248756218905,0.5025
791,2011-02-05,1,0,2,9,0,6,0,3,8.200000000000001,11.365,100.0,6.0032,3,17,20,1005,0.01990049751243781,0.5025
792,2011-02-05,1,0,2,10,0,6,0,3,8.200000000000001,10.605,100.0,8.9981,3,31,34,1005,0.03383084577114428,0.5025
